Driver State,Speed (GPS),Engine Load,Throttle Position(Manifold),Engine RPM,Speed (OBD),Torque,GPS Bearing,Air Fuel Ratio(Measured),Engine Load(Absolute),Relative Throttle Position,Absolute Throttle Position B,Accelerator PedalPosition D,Accelerator PedalPosition E,Air Fuel Ratio(Commanded),Engine kW (At the wheels),time,lat,lng
3,27.0216,52.1569,9.01961,1110,25,0,283,14.3577,12.549,2.35294,10.9804,15.2941,7.84314,14.5542,0,1416452107840,40.4411,-79.9449
3,23.4187,27.0588,10.5882,1318,19,0,282,15.0566,16.4706,1.96078,10.5882,15.2941,7.84314,14.848,0,1416452108842,40.4411,-79.945
9,15.9878,25.8824,10.9804,1281,14,0,284,14.8296,14.5098,1.96078,10.5882,15.2941,7.84314,14.5542,0,1416452109840,40.4411,-79.9451
9,11.259,28.2353,10.9804,1295,10,0,278,14.8296,16.8627,2.35294,10.9804,15.2941,7.84314,14.5542,0,1416452110840,40.4412,-79.9451
9,8.10648,28.6275,10.9804,1303.5,9,0,272,14.8072,16.4706,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452111841,40.4412,-79.9452
9,7.43094,28.6275,10.9804,1303.5,9,0,260,14.9113,16.4706,1.96078,10.9804,15.2941,7.84314,14.848,0,1416452112841,40.4412,-79.9452
3,6.30504,27.451,10.5882,1306,7,0,238,14.5807,15.2941,1.96078,10.5882,15.2941,7.84314,14.5542,0,1416452113841,40.4411,-79.9452
3,4.27842,27.451,10.5882,1230,5,0,222,14.569,15.2941,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452114840,40.4411,-79.9452
8,1.57626,23.1373,9.80392,1107.75,5,0,205,14.2635,13.7255,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452115840,40.4411,-79.9452
8,1.57626,25.098,9.80392,1107.75,0,0,205,14.6175,13.3333,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452116841,40.4411,-79.9452
6,0,28.6275,9.80392,798,0,0,205,14.6547,15.2941,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452117841,40.4411,-79.9452
6,0,47.451,10.9804,860,0,0,205,14.6547,15.2941,2.7451,11.7647,15.2941,7.84314,14.5542,0,1416452118841,40.4411,-79.9452
6,0,47.451,10.9804,873.25,0,0,205,15.154,27.0588,2.35294,11.3725,16.4706,8.62745,14.848,0,1416452119840,40.4411,-79.9452
6,0,49.8039,10.9804,873.25,0,0,205,14.726,23.1373,1.56863,10.5882,18.8235,9.80392,14.848,0,1416452120840,40.4411,-79.9452
6,0,41.5686,10.5882,934.5,1,0.654988,205,14.4981,21.1765,1.96078,10.5882,20,10.1961,14.5542,0.0869064,1416452121841,40.4411,-79.9452
6,0,43.1373,12.1569,1054,1,0.654988,205,14.7126,21.1765,3.92157,13.3333,24.3137,10.1961,14.5542,0.0869064,1416452122841,40.4411,-79.9452
6,0,71.3726,14.1176,1312.25,3,2.91106,205,15.2379,31.3725,5.4902,13.3333,24.3137,12.549,14.5425,0.542383,1416452123840,40.4411,-79.9452
6,0,31.3725,10.1961,1335.25,6,8.53986,205,14.0643,22.3529,5.4902,13.7255,15.2941,7.84314,14.5425,1.61902,1416452124840,40.4411,-79.9452
6,0,24.7059,9.80392,1142,5,8.53986,205,14.0643,14.1176,5.4902,10.1961,15.2941,7.84314,14.5425,1.61902,1416452125847,40.4411,-79.9452
6,0,40,9.80392,901.25,5,8.53986,205,14.2998,19.6078,2.35294,10.9804,15.2941,7.84314,14.848,1.61902,1416452126841,40.4411,-79.9452
6,0,40,10.9804,1298.5,5,8.53986,205,15.3819,34.5098,2.7451,16.4706,25.4902,13.7255,14.5542,1.61902,1416452127841,40.4411,-79.9452
8,0,49.8039,9.01961,1298.5,4,0,205,14.2604,14.902,1.17647,9.80392,15.2941,7.84314,14.5542,0,1416452128842,40.4411,-79.9452
8,0,26.6667,9.80392,1092.75,0,0,205,14.9553,14.902,1.17647,10.5882,15.2941,7.84314,14.5542,0,1416452129840,40.4411,-79.9452
1,0,83.9216,15.2941,1285,1,0.506484,205,14.6049,38.0392,1.17647,10.5882,15.2941,9.41177,14.5497,0.0924078,1416452130847,40.4411,-79.9452
1,0,73.7255,16.8627,1688.75,9,21.0948,205,14.6049,33.7255,5.4902,14.902,22.3529,11.3725,14.5497,5.05801,1416452131840,40.4411,-79.9452
1,0,62.3529,16.4706,2408.5,16,37.8951,205,14.6049,41.9608,10.9804,19.6078,23.9216,11.3725,14.5497,12.9589,1416452132841,40.4411,-79.9452
1,13.736,45.4902,16.4706,2990,21,25.2055,285,14.7404,27.8431,7.84314,16.8627,22.3529,11.3725,14.888,10.7006,1416452133841,40.4412,-79.9452
1,15.7626,45.4902,16.4706,3158.5,21,25.2055,289,14.9077,12.549,1.56863,12.549,15.6863,8.23529,14.4057,10.7006,1416452134840,40.4412,-79.9453
1,18.0144,20,12.549,3158.5,22,4.35805,289,17.7626,13.3333,3.92157,12.9412,17.6471,9.01961,14.7,1.9544,1416452135847,40.4412,-79.9453
1,20.4914,30.9804,13.3333,3209,23,4.7876,296,14.3321,13.3333,3.92157,12.9412,16.0784,9.01961,14.8916,2.18136,1416452136841,40.4412,-79.9454
5,18.4648,18.0392,12.1569,3188,23,4.7876,283,29.3996,13.3333,3.13725,12.9412,16.0784,7.84314,12.9356,2.18136,1416452137840,40.4412,-79.9455
5,18.2396,15.2941,11.3725,2885,20,4.7876,286,29.3996,10.9804,3.13725,12.1569,15.2941,7.84314,12.9356,2.18136,1416452138841,40.4412,-79.9455
3,18.2396,12.549,11.3725,2496,18,0,286,29.3996,10.5882,2.35294,11.3725,15.2941,7.84314,12.9356,0,1416452139840,40.4412,-79.9455
3,18.4648,12.549,10.9804,1778,12,0,285,29.3996,10.5882,1.96078,10.5882,15.2941,7.84314,12.9356,0,1416452140841,40.4412,-79.9456
9,11.7094,13.7255,9.80392,1778,12,0,289,29.3996,11.7647,1.96078,10.5882,15.2941,7.84314,12.9356,0,1416452141840,40.4413,-79.9456
9,9.45756,20.3922,10.1961,1291.5,10,0,291,29.3996,14.5098,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416452142840,40.4413,-79.9457
9,7.20576,20.3922,10.1961,1293.25,9,0,288,13.7332,14.5098,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416452143840,40.4413,-79.9457
9,7.20576,27.451,10.1961,1319.25,7,0,276,14.5116,15.6863,1.56863,10.5882,15.2941,7.84314,14.5542,0,1416452144841,40.4413,-79.9458
9,5.40432,24.3137,9.80392,1166.25,3,0,259,14.386,14.902,1.56863,10.1961,15.2941,7.84314,14.5542,0,1416452145840,40.4413,-79.9458
8,3.3777,23.9216,9.80392,1000,1,0,243,14.386,12.9412,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452146840,40.4413,-79.9458
8,2.2518,23.9216,9.80392,823.75,1,0,225,14.5259,16.0784,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452147840,40.4413,-79.9458
8,0,29.8039,9.80392,823.75,0,0,225,14.9014,23.9216,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452148840,40.4413,-79.9458
8,0,46.2745,10.9804,849.75,0,0,225,14.9687,23.9216,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452149841,40.4413,-79.9458
8,0,46.6667,10.5882,915.75,0,0,225,14.2577,27.0588,1.96078,10.9804,15.2941,8.23529,14.848,0,1416452150841,40.4413,-79.9458
8,0,59.6078,13.7255,915.75,0,0,225,14.7099,23.5294,1.96078,10.9804,20.3922,10.1961,14.848,0,1416452151841,40.4413,-79.9458
6,0,63.9216,13.7255,1208,2,1.09773,225,14.7099,33.3333,5.88235,14.902,24.3137,12.1569,14.5542,0.188278,1416452152840,40.4413,-79.9458
6,0,63.9216,9.41177,1000,2,1.09773,225,15.2074,24.7059,0.784314,10.5882,15.2941,7.84314,14.5542,0.188278,1416452153841,40.4413,-79.9458
6,0,47.451,11.3725,1000,2,1.09773,225,14.2092,29.8039,2.35294,11.3725,15.2941,7.84314,14.848,0.188278,1416452154840,40.4413,-79.9458
6,0,50.9804,10.5882,897.25,4,5.41389,225,14.6318,29.8039,2.35294,10.9804,15.2941,7.84314,14.5542,0.689703,1416452155841,40.4413,-79.9458
6,0,45.098,10.5882,914,4,5.41389,225,14.4111,25.4902,2.35294,10.9804,15.2941,7.84314,14.5542,0.689703,1416452156841,40.4413,-79.9458
6,0,44.3137,10.5882,852.5,4,5.41389,225,14.4111,24.7059,1.96078,10.5882,15.2941,7.84314,14.5542,0.689703,1416452157840,40.4413,-79.9458
6,0,44.3137,10.5882,836,4,0,225,14.5865,25.4902,1.96078,10.5882,15.2941,7.84314,14.848,0,1416452158840,40.4413,-79.9458
8,0,46.6667,9.80392,836,4,0,225,14.8054,25.4902,0.784314,9.41177,15.2941,7.84314,14.848,0,1416452159841,40.4413,-79.9458
8,0,34.5098,9.80392,804.25,0,0,225,14.6035,23.1373,2.35294,11.3725,15.2941,7.84314,14.848,0,1416452160841,40.4413,-79.9458
1,0,55.2941,13.7255,847,1,0.814376,225,14.8884,23.1373,5.4902,11.3725,20.7843,7.84314,14.5542,0.0979372,1416452161841,40.4413,-79.9458
1,0,67.0588,13.7255,1470,1,0.814376,225,14.9194,30.9804,5.4902,11.3725,22.3529,10.5882,14.5542,0.0979372,1416452162840,40.4413,-79.9458
1,9.90792,85.8824,20,2084,13,26.0651,239,14.2312,36.0784,10.9804,11.3725,22.3529,11.3725,14.5542,7.71252,1416452163840,40.4413,-79.9459
1,17.564,85.8824,20,2084,21,61.5196,282,14.7476,36.4706,12.1569,20,24.7059,12.549,14.5542,18.2033,1416452164840,40.4413,-79.9459
1,25.8957,60.7843,19.6078,3716.75,26,61.5196,283,14.469,33.7255,8.23529,20,24.7059,12.549,14.5564,18.2033,1416452165841,40.4413,-79.946
1,29.7238,60.7843,19.6078,4358.25,26,61.5196,281,13.975,23.1373,8.23529,14.5098,24.7059,11.3725,14.4008,18.2033,1416452166841,40.4413,-79.9461
1,27.472,60.7843,19.6078,4288,31,61.5196,282,29.3996,12.1569,5.09804,14.5098,24.7059,7.84314,12.9356,18.2033,1416452167841,40.4413,-79.9462
1,27.472,15.2941,13.7255,4139.75,30,0,282,29.3996,12.1569,5.09804,17.2549,24.7059,7.84314,12.9356,0,1416452168842,40.4413,-79.9462
1,27.6971,23.9216,15.2941,4182.5,30,0,283,13.4811,18.4314,6.27451,14.5098,24.7059,10.5882,14.5542,0,1416452169841,40.4413,-79.9463
1,29.4986,14.902,13.7255,4278,30,0,282,13.4811,12.1569,4.70588,14.5098,15.2941,7.84314,12.9356,0,1416452170840,40.4414,-79.9464
1,28.3727,18.4314,14.1176,3866.75,28,0,285,20.0887,9.80392,4.70588,14.5098,15.2941,7.84314,12.9356,0,1416452171841,40.4414,-79.9466
9,22.0676,13.3333,12.1569,1937.25,32,32.2243,289,12.2062,12.549,2.7451,11.7647,15.2941,7.84314,14.5542,8.86356,1416452173840,40.4414,-79.9467
9,24.995,18.0392,10.1961,1293.25,33,18.4368,284,14.4026,10.5882,1.56863,10.5882,15.2941,7.84314,14.5542,3.38539,1416452174841,40.4415,-79.9468
9,27.9223,18.0392,9.80392,1177.75,33,18.4368,282,14.2281,10.1961,0.784314,9.80392,15.2941,7.84314,14.5542,3.38539,1416452175841,40.4415,-79.9469
9,28.823,16.8627,9.80392,1177.75,32,18.4368,281,14.744,10.5882,0.784314,9.80392,15.2941,7.84314,14.5542,3.38539,1416452176840,40.4415,-79.947
9,28.823,18.0392,9.80392,1177.75,31,18.4368,281,14.7247,10.5882,0.784314,9.80392,15.2941,7.84314,14.848,3.38539,1416452177841,40.4415,-79.947
9,29.0482,18.8235,10.1961,1186.75,32,18.8558,265,14.953,23.5294,2.35294,15.2941,20.3922,10.1961,14.848,3.1772,1416452178840,40.4415,-79.9471
9,31.9756,69.8039,18.4314,1344.25,33,16.4849,248,14.8009,23.5294,11.3725,21.1765,25.8824,12.9412,14.5542,3.14635,1416452179841,40.4415,-79.9472
5,31.0748,95.6863,18.0392,1585.5,36,44.8315,231,14.3474,47.0588,11.3725,21.1765,25.8824,12.9412,14.5542,10.0923,1416452180840,40.4414,-79.9473
5,35.1281,36.8627,18.0392,1498,39,51.4935,228,15.4375,29.8039,11.3725,21.1765,21.9608,10.9804,14.901,10.9523,1416452181840,40.4414,-79.9474
5,36.4792,13.7255,10.1961,1479,39,51.4935,228,15.4375,12.549,1.56863,9.41177,17.2549,8.62745,14.901,10.9523,1416452182841,40.4413,-79.9475
5,37.1547,13.7255,10.1961,1364.5,37,51.4935,230,18.0991,10.9804,1.56863,10.1961,15.2941,7.84314,15.4348,10.9523,1416452183840,40.4413,-79.9476
3,37.3799,15.6863,10.1961,1364.5,37,51.4935,229,29.3996,11.3725,0.784314,9.80392,15.2941,7.84314,12.9356,10.9523,1416452184840,40.4412,-79.9477
3,33.5518,22.3529,12.9412,1165.75,29,0,225,15.3316,11.3725,1.96078,10.9804,15.2941,7.84314,12.9356,0,1416452185841,40.4411,-79.9478
3,28.823,26.2745,10.5882,1315,18,0,224,13.6857,16.4706,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452186840,40.4411,-79.9479
8,20.7166,24.7059,10.5882,1271.5,8,0,223,14.4555,14.5098,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452187841,40.441,-79.9479
8,11.259,25.4902,10.9804,1271.5,5,0,219,14.4555,14.1176,1.96078,10.1961,15.2941,7.84314,14.5542,0,1416452188841,40.441,-79.948
8,5.85468,25.4902,10.9804,1236,6,3.16209,220,14.6188,16.8627,1.96078,10.9804,16.0784,8.62745,14.848,0.554921,1416452189843,40.441,-79.948
9,4.95396,25.4902,11.3725,1424,6,3.16209,224,15.0629,22.3529,2.7451,12.1569,18.8235,9.80392,14.5542,0.554921,1416452190841,40.441,-79.948
9,5.17914,45.098,13.3333,1811.25,8,7.52515,232,15.0629,25.4902,4.70588,12.1569,20.3922,10.1961,14.5542,1.52147,1416452191840,40.441,-79.948
9,8.10648,50.1961,15.2941,1811.25,12,19.5374,231,14.6556,32.549,7.45098,17.2549,21.5686,10.9804,14.848,5.0244,1416452192840,40.4409,-79.948
9,16.8885,61.5686,14.902,1870.25,15,16.6117,253,14.8153,32.549,5.88235,14.902,21.9608,10.9804,14.5542,4.41117,1416452193841,40.4409,-79.9481
9,20.041,72.1569,15.6863,1673,19,32.6675,266,14.6996,32.549,6.66667,16.0784,22.3529,11.3725,14.5542,7.75981,1416452194847,40.4409,-79.9482
9,23.6439,69.0196,16.4706,1942,23,33.2808,275,14.3644,34.5098,8.23529,17.6471,23.5294,11.3725,14.5542,9.17661,1416452195841,40.4409,-79.9482
9,26.7964,76.8627,16.8627,1942,26,28.7743,281,15.1293,38.8235,12.9412,22.3529,23.5294,11.7647,14.5542,7.93401,1416452196840,40.4409,-79.9483
9,29.4986,87.451,19.2157,1634.5,30,48.4032,297,14.7004,49.0196,10.1961,22.3529,24.7059,12.9412,14.5107,11.2331,1416452197842,40.4409,-79.9484
9,29.4986,83.1373,21.1765,1888,34,46.445,297,14.7004,47.0588,10.1961,19.6078,27.451,13.7255,14.5107,12.4503,1416452198840,40.4409,-79.9484
5,32.6511,83.1373,21.1765,2100.25,39,57.6649,301,14.8104,47.8431,12.9412,23.1373,29.4118,14.902,14.8857,17.1958,1416452199840,40.441,-79.9485
5,36.7043,85.8824,24.3137,2100.25,39,57.6649,305,14.6224,46.6667,14.5098,23.5294,29.4118,14.902,14.9117,17.1958,1416452200841,40.441,-79.9486
5,42.7842,81.1765,21.9608,2272,43,47.68,304,14.6139,46.6667,13.3333,25.8824,29.0196,14.5098,14.4824,15.381,1416452201842,40.4411,-79.9487
5,45.7115,93.7255,24.3137,1962.25,47,57.6687,304,14.8525,49.0196,11.3725,20.3922,29.0196,14.5098,14.4824,16.067,1416452202840,40.4412,-79.9488
5,47.7382,78.0392,23.1373,1945.75,50,47.4536,305,14.9023,47.0588,11.3725,20.3922,28.6275,14.5098,14.4824,13.1098,1416452203840,40.4412,-79.949
5,49.99,80.3922,23.1373,2033.25,53,48.2142,305,14.9023,48.2353,15.2941,24.3137,28.2353,14.1176,14.4824,13.9189,1416452204842,40.4413,-79.9491
5,52.0166,80.3922,17.2549,2147.25,53,48.2142,305,14.8296,48.2353,7.05882,16.0784,23.5294,11.7647,14.9239,13.9189,1416452205841,40.4414,-79.9492
5,55.1691,56.4706,15.6863,2147.25,55,33.5708,304,15.1719,36.0784,6.66667,15.6863,22.7451,11.3725,14.8996,10.2349,1416452206840,40.4414,-79.9494
5,56.295,59.2157,15.6863,1737,57,39.9785,304,14.7153,36.0784,6.27451,14.5098,20.7843,11.3725,14.8893,9.85974,1416452207840,40.4415,-79.9496
5,59.8979,28.2353,9.01961,1694,58,21.2649,306,14.4528,27.8431,0.784314,14.5098,20.7843,10.1961,14.7,5.11465,1416452208844,40.4417,-79.9499
5,59.8979,12.549,9.80392,1656,58,21.2649,308,29.3996,11.7647,0.784314,14.5098,15.2941,7.84314,12.9356,5.11465,1416452209841,40.4418,-79.95
5,59.8979,12.9412,9.80392,1533.5,56,21.2649,308,29.3996,10.9804,1.17647,9.80392,15.2941,7.84314,12.9356,5.11465,1416452210840,40.4418,-79.95
5,59.2223,13.3333,9.80392,1538,55,0,308,29.3996,10.5882,0.784314,9.80392,15.2941,7.84314,12.9356,0,1416452211840,40.4419,-79.9502
5,55.3943,13.3333,9.80392,1538,54,0,306,29.3996,10.5882,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416452212840,40.442,-79.9503
5,53.3677,13.7255,9.80392,1538,54,0,303,29.3996,10.9804,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416452213843,40.4421,-79.9505
5,52.2418,14.1176,9.80392,1489.75,53,0,299,29.3996,10.9804,1.17647,9.80392,15.2941,7.84314,12.9356,0,1416452214847,40.4421,-79.9506
3,52.9173,16.4706,9.80392,1412,49,0,295,29.3996,10.9804,1.17647,9.80392,15.2941,7.84314,12.9356,0,1416452215841,40.4422,-79.9508
3,51.5662,18.8235,9.80392,1160,41,0,291,29.3996,10.9804,1.17647,9.80392,15.2941,7.84314,12.9356,0,1416452216841,40.4422,-79.951
3,45.036,18.8235,9.80392,1188,31,0,288,29.3996,15.2941,1.17647,9.80392,15.2941,7.84314,12.9356,0,1416452217841,40.4423,-79.9511
3,28.823,27.451,10.5882,1188,31,0,293,13.552,18.0392,5.09804,12.1569,15.2941,7.84314,12.9356,0,1416452218841,40.4423,-79.9513
3,24.3194,27.0588,10.5882,1336.5,24,0,295,13.6368,18.0392,1.56863,10.5882,15.2941,7.84314,14.5542,0,1416452219841,40.4424,-79.9514
3,20.4914,23.1373,10.5882,1285.5,20,0,295,14.3326,13.3333,1.96078,10.5882,15.2941,7.84314,14.5542,0,1416452220840,40.4424,-79.9515
3,12.8353,23.9216,10.9804,1292.25,10,0,293,14.7749,13.7255,1.96078,10.5882,15.2941,7.84314,14.5542,0,1416452221841,40.4424,-79.9515
1,12.8353,81.1765,10.9804,1551,11,0,293,14.7749,16.0784,1.96078,10.9804,15.2941,8.62745,14.848,0,1416452222841,40.4424,-79.9515
1,9.90792,81.1765,12.549,1838.25,11,0,292,13.9288,31.3725,2.7451,15.6863,22.3529,11.3725,14.5542,0,1416452223840,40.4424,-79.9516
1,12.8353,71.7647,17.2549,1838.25,14,18.9669,285,14.5102,31.3725,7.84314,17.2549,22.7451,11.7647,14.848,4.95039,1416452224841,40.4424,-79.9516
1,15.7626,81.5686,17.2549,1687.5,19,32.2284,286,14.5102,39.6078,8.23529,17.2549,22.7451,11.7647,14.5524,7.72186,1416452225840,40.4424,-79.9516
1,19.1403,56.4706,13.7255,2040,24,36.2677,287,14.6601,36.4706,8.23529,17.2549,23.1373,11.7647,14.5524,10.5048,1416452226841,40.4424,-79.9517
7,24.7698,37.2549,12.9412,2040,25,8.01703,275,14.6601,22.7451,4.70588,13.3333,23.1373,9.80392,14.8969,2.32211,1416452227840,40.4425,-79.9518
7,26.5712,37.2549,12.9412,1544.75,25,8.01703,267,15.2033,24.7059,3.92157,12.9412,19.6078,9.80392,14.8907,2.32211,1416452228844,40.4424,-79.9519
7,26.7964,43.9216,13.3333,1544.75,26,9.67187,258,15.2105,24.7059,4.31373,13.3333,20,10.1961,14.8907,2.12133,1416452229841,40.4424,-79.952
7,26.7964,48.2353,13.3333,1507,27,10.3738,258,14.7144,25.8824,4.31373,13.3333,20,10.1961,14.8853,2.21969,1416452230840,40.4424,-79.952
7,26.5712,48.6275,13.3333,1562,28,10.3871,249,14.7144,25.8824,4.31373,13.3333,20,10.1961,14.8853,2.30365,1416452231841,40.4424,-79.9521
7,30.1741,48.6275,13.3333,1601.25,29,11.5889,231,14.7821,25.8824,4.70588,13.3333,20,10.1961,14.8853,2.63475,1416452232841,40.4423,-79.9522
7,29.7238,48.6275,13.7255,1601.25,29,11.5889,227,14.8776,23.1373,4.70588,13.3333,19.2157,9.01961,14.8803,2.63475,1416452233844,40.4423,-79.9523
7,29.9489,23.5294,10.5882,1677.5,30,11.5889,222,14.3236,23.1373,1.17647,10.1961,15.2941,9.01961,14.6089,2.63475,1416452234842,40.4422,-79.9524
3,29.9489,21.5686,10.5882,1291,27,11.5889,222,14.9521,11.7647,1.17647,10.1961,15.2941,7.84314,14.8763,2.63475,1416452235840,40.4422,-79.9524
3,27.472,26.2745,10.5882,1280,21,0,220,14.9521,14.5098,1.56863,10.5882,15.2941,7.84314,14.8763,0,1416452236841,40.4422,-79.9525
3,23.1935,26.2745,10.5882,1294.25,13,0,217,15.1858,15.2941,1.56863,10.5882,15.2941,7.84314,14.8763,0,1416452237840,40.4421,-79.9525
3,18.2396,25.4902,10.5882,1294.25,13,0,220,14.8059,14.902,1.56863,10.5882,15.2941,7.84314,14.5816,0,1416452238840,40.4421,-79.9526
8,10.1331,22.3529,9.80392,1192,4,0,219,14.6251,14.902,0.784314,9.80392,15.2941,7.84314,14.8628,0,1416452239841,40.442,-79.9526
8,3.15252,23.1373,9.41177,1004,0,0,213,14.8395,12.9412,0.784314,9.80392,15.2941,7.84314,14.8628,0,1416452240841,40.442,-79.9526
8,0,26.2745,9.80392,856.25,0,0,244,14.486,14.1176,0.784314,9.80392,15.2941,7.84314,14.8628,0,1416452241840,40.442,-79.9526
8,0,29.4118,9.80392,777.5,0,0,244,14.486,15.6863,0.784314,9.80392,15.2941,7.84314,14.5686,0,1416452242840,40.442,-79.9526
8,0,29.4118,9.80392,777.5,0,0,244,14.9431,17.2549,0.784314,9.80392,15.2941,7.84314,14.8512,0,1416452243841,40.442,-79.9526
8,0,30.1961,9.80392,784.75,0,0,244,15.1643,17.2549,0.784314,9.80392,15.2941,7.84314,14.8512,0,1416452244841,40.442,-79.9526
8,0,29.8039,9.80392,788.5,0,0,244,14.8032,16.8627,0.784314,9.80392,15.2941,7.84314,14.8512,0,1416452245840,40.442,-79.9526
8,0,29.8039,9.80392,797,0,0,244,14.5874,16.4706,0.784314,9.80392,15.2941,7.84314,14.8512,0,1416452246840,40.442,-79.9526
8,0,30.1961,9.80392,797,0,0,244,14.5874,16.4706,0.784314,9.80392,15.2941,7.84314,14.5623,0,1416452247841,40.442,-79.9526
8,0,30.1961,9.80392,788,0,0,244,14.722,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452248840,40.442,-79.9526
8,0,30.5882,9.80392,788,0,0,244,14.8162,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452249840,40.442,-79.9526
8,0,30.9804,9.80392,793,0,0,244,14.9216,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452250841,40.442,-79.9526
8,0,30.1961,9.80392,795.75,0,0,244,14.6982,17.2549,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452251840,40.442,-79.9526
8,0,29.8039,9.80392,804,0,0,244,14.5206,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452252840,40.442,-79.9526
8,0,30.1961,9.80392,799.25,0,0,244,14.6453,16.4706,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452253841,40.442,-79.9526
8,0,30.9804,9.80392,792,0,0,244,14.6453,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452254842,40.442,-79.9526
8,0,30.9804,9.80392,792,0,0,244,15.0849,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452255840,40.442,-79.9526
8,0,30.1961,9.80392,806.5,0,0,244,14.6161,16.8627,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452256840,40.442,-79.9526
8,0,30.1961,9.80392,800,0,0,244,14.6161,16.4706,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452257841,40.442,-79.9526
8,0,30.1961,9.80392,803.75,0,0,244,14.4613,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452258846,40.442,-79.9526
8,0,30.9804,9.80392,796.75,0,0,244,14.8027,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452259840,40.442,-79.9526
8,0,30.5882,9.80392,796.75,0,0,244,14.9212,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452260841,40.442,-79.9526
8,0,30.1961,9.80392,802,0,0,244,14.7179,16.8627,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452261840,40.442,-79.9526
8,0,29.8039,9.80392,805,0,0,244,14.5071,16.4706,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452262840,40.442,-79.9526
8,0,30.9804,9.80392,800.25,0,0,244,14.8229,17.2549,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452265841,40.442,-79.9526
8,0,30.9804,9.80392,805,0,0,244,14.7283,17.2549,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452266840,40.442,-79.9526
8,0,30.1961,9.80392,799.25,0,0,244,14.5843,16.8627,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452267841,40.442,-79.9526
8,0,30.1961,9.80392,797,0,0,244,14.6484,16.4706,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452268841,40.442,-79.9526
8,0,30.1961,9.80392,794.75,0,0,244,14.6484,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452269840,40.442,-79.9526
8,0,30.9804,9.80392,794.75,0,0,244,14.87,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452270841,40.442,-79.9526
8,0,30.5882,10.1961,806.75,0,0,244,14.7256,16.4706,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452271844,40.442,-79.9526
8,0,30.1961,10.1961,809,0,0,244,14.5699,16.4706,2.7451,10.9804,15.2941,7.84314,14.848,0,1416452272840,40.442,-79.9526
1,0,50.5882,11.7647,858.25,0,0,244,15.1755,23.1373,2.35294,9.80392,15.2941,7.84314,14.848,0,1416452273840,40.442,-79.9526
1,0,56.8627,13.3333,1135,1,0.599043,244,14.6861,24.7059,4.70588,9.80392,19.2157,9.80392,14.848,0.0965368,1416452274841,40.442,-79.9526
1,0,73.3333,15.6863,1474.75,6,12.7698,244,14.6861,30.5882,4.70588,13.7255,21.5686,10.9804,14.848,2.67388,1416452275840,40.442,-79.9526
1,9.45756,73.3333,15.6863,1865.75,11,19.4183,233,15.1773,33.3333,6.66667,15.6863,22.3529,11.3725,14.5542,5.14403,1416452276842,40.442,-79.9526
1,13.9612,67.0588,16.4706,1865.75,11,19.4183,211,14.5542,37.6471,9.01961,19.2157,23.1373,11.7647,14.848,5.14403,1416452277840,40.442,-79.9526
1,13.9612,74.902,16.8627,1800.5,16,25.0593,211,14.5986,37.6471,8.23529,17.2549,23.1373,11.7647,14.857,6.40621,1416452278841,40.442,-79.9526
1,16.8885,77.2549,17.2549,1798.75,21,32.9223,210,14.5636,38.4314,8.23529,17.2549,23.5294,11.7647,14.5712,8.40815,1416452279841,40.4419,-79.9526
